simulacao,coluna,teste,onde,resultado
6,systolic_bp,pearson,validacao,"[1, 1, 0, 1, 1, 0]"
6,cholesterol_total,pearson,validacao,"[1, 1, 1, 0, 1, 1]"
6,mmse,pearson,validacao,"[1, 1, 1, 1, 0, 1]"
6,adl,pearson,validacao,"[0, 1, 0, 1, 1, 0]"
7,age,shapiro,amostra_1,False
7,age,shapiro,amostra_2,False
7,age,shapiro,amostra_3,False
7,bmi,shapiro,amostra_1,False
7,bmi,shapiro,amostra_2,False
7,bmi,shapiro,amostra_3,False
7,systolic_bp,shapiro,amostra_1,False
7,systolic_bp,shapiro,amostra_2,False
7,systolic_bp,shapiro,amostra_3,False
7,cholesterol_total,shapiro,amostra_1,False
7,cholesterol_total,shapiro,amostra_2,False
7,cholesterol_total,shapiro,amostra_3,False
7,mmse,shapiro,amostra_1,False
7,mmse,shapiro,amostra_2,False
7,mmse,shapiro,amostra_3,False
7,adl,shapiro,amostra_1,False
7,adl,shapiro,amostra_2,False
7,adl,shapiro,amostra_3,False
7,age,kruskal,amostra_1_vs_amostra_2,True
7,age,kruskal,amostra_1_vs_amostra_3,True
7,age,kruskal,amostra_2_vs_amostra_3,False
7,bmi,kruskal,amostra_1_vs_amostra_2,True
7,bmi,kruskal,amostra_1_vs_amostra_3,True
7,bmi,kruskal,amostra_2_vs_amostra_3,True
7,systolic_bp,kruskal,amostra_1_vs_amostra_2,True
7,systolic_bp,kruskal,amostra_1_vs_amostra_3,True
7,systolic_bp,kruskal,amostra_2_vs_amostra_3,True
7,cholesterol_total,kruskal,amostra_1_vs_amostra_2,True
7,cholesterol_total,kruskal,amostra_1_vs_amostra_3,True
7,cholesterol_total,kruskal,amostra_2_vs_amostra_3,True
7,mmse,kruskal,amostra_1_vs_amostra_2,True
7,mmse,kruskal,amostra_1_vs_amostra_3,False
7,mmse,kruskal,amostra_2_vs_amostra_3,True
7,adl,kruskal,amostra_1_vs_amostra_2,True
7,adl,kruskal,amostra_1_vs_amostra_3,True
7,adl,kruskal,amostra_2_vs_amostra_3,True
7,age,pearson,amostra_1,"[0, 1, 1, 1, 1, 0]"
7,age,pearson,amostra_2,"[0, 1, 1, 1, 1, 1]"
7,age,pearson,amostra_3,"[0, 1, 1, 1, 1, 1]"
7,bmi,pearson,amostra_1,"[1, 0, 1, 1, 1, 1]"
7,bmi,pearson,amostra_2,"[1, 0, 1, 1, 1, 1]"
7,bmi,pearson,amostra_3,"[1, 0, 1, 1, 1, 1]"
7,systolic_bp,pearson,amostra_1,"[1, 1, 0, 1, 1, 1]"
7,systolic_bp,pearson,amostra_2,"[1, 1, 0, 1, 1, 1]"
7,systolic_bp,pearson,amostra_3,"[1, 1, 0, 1, 1, 1]"
7,cholesterol_total,pearson,amostra_1,"[1, 1, 1, 0, 0, 1]"
7,cholesterol_total,pearson,amostra_2,"[1, 1, 1, 0, 1, 1]"
7,cholesterol_total,pearson,amostra_3,"[1, 1, 1, 0, 1, 1]"
7,mmse,pearson,amostra_1,"[1, 1, 1, 0, 0, 1]"
7,mmse,pearson,amostra_2,"[1, 1, 1, 1, 0, 1]"
7,mmse,pearson,amostra_3,"[1, 1, 1, 1, 0, 1]"
7,adl,pearson,amostra_1,"[0, 1, 1, 1, 1, 0]"
7,adl,pearson,amostra_2,"[1, 1, 1, 1, 1, 0]"
7,adl,pearson,amostra_3,"[1, 1, 1, 1, 1, 0]"
7,age,shapiro,validacao,False
7,bmi,shapiro,validacao,False
7,systolic_bp,shapiro,validacao,False
7,cholesterol_total,shapiro,validacao,False
7,mmse,shapiro,validacao,False
7,adl,shapiro,validacao,False
7,age,kruskal,validacao_vs_amostra_1,True
7,age,kruskal,validacao_vs_amostra_2,True
7,age,kruskal,validacao_vs_amostra_3,True
7,bmi,kruskal,validacao_vs_amostra_1,True
7,bmi,kruskal,validacao_vs_amostra_2,True
7,bmi,kruskal,validacao_vs_amostra_3,True
7,systolic_bp,kruskal,validacao_vs_amostra_1,True
7,systolic_bp,kruskal,validacao_vs_amostra_2,True
7,systolic_bp,kruskal,validacao_vs_amostra_3,True
7,cholesterol_total,kruskal,validacao_vs_amostra_1,True
7,cholesterol_total,kruskal,validacao_vs_amostra_2,True
7,cholesterol_total,kruskal,validacao_vs_amostra_3,True
7,mmse,kruskal,validacao_vs_amostra_1,True
7,mmse,kruskal,validacao_vs_amostra_2,True
7,mmse,kruskal,validacao_vs_amostra_3,True
7,adl,kruskal,validacao_vs_amostra_1,True
7,adl,kruskal,validacao_vs_amostra_2,True
7,adl,kruskal,validacao_vs_amostra_3,True
7,age,pearson,validacao,"[0, 1, 1, 1, 1, 1]"
7,bmi,pearson,validacao,"[1, 0, 0, 1, 1, 1]"
7,systolic_bp,pearson,validacao,"[1, 0, 0, 1, 1, 1]"
7,cholesterol_total,pearson,validacao,"[1, 1, 1, 0, 1, 1]"
7,mmse,pearson,validacao,"[1, 1, 1, 1, 0, 1]"
7,adl,pearson,validacao,"[1, 1, 1, 1, 1, 0]"
8,age,shapiro,amostra_1,False
8,age,shapiro,amostra_2,False
8,age,shapiro,amostra_3,False
8,bmi,shapiro,amostra_1,False
8,bmi,shapiro,amostra_2,False
8,bmi,shapiro,amostra_3,False
8,systolic_bp,shapiro,amostra_1,False
8,systolic_bp,shapiro,amostra_2,False
8,systolic_bp,shapiro,amostra_3,False
8,cholesterol_total,shapiro,amostra_1,False
8,cholesterol_total,shapiro,amostra_2,False
8,cholesterol_total,shapiro,amostra_3,False
8,mmse,shapiro,amostra_1,False
8,mmse,shapiro,amostra_2,False
8,mmse,shapiro,amostra_3,False
8,adl,shapiro,amostra_1,False
8,adl,shapiro,amostra_2,False
8,adl,shapiro,amostra_3,False
8,age,kruskal,amostra_1_vs_amostra_2,True
8,age,kruskal,amostra_1_vs_amostra_3,True
8,age,kruskal,amostra_2_vs_amostra_3,True
8,bmi,kruskal,amostra_1_vs_amostra_2,True
8,bmi,kruskal,amostra_1_vs_amostra_3,True
8,bmi,kruskal,amostra_2_vs_amostra_3,True
8,systolic_bp,kruskal,amostra_1_vs_amostra_2,True
8,systolic_bp,kruskal,amostra_1_vs_amostra_3,True
8,systolic_bp,kruskal,amostra_2_vs_amostra_3,True
8,cholesterol_total,kruskal,amostra_1_vs_amostra_2,True
8,cholesterol_total,kruskal,amostra_1_vs_amostra_3,True
8,cholesterol_total,kruskal,amostra_2_vs_amostra_3,True
8,mmse,kruskal,amostra_1_vs_amostra_2,True
8,mmse,kruskal,amostra_1_vs_amostra_3,True
8,mmse,kruskal,amostra_2_vs_amostra_3,True
8,adl,kruskal,amostra_1_vs_amostra_2,True
8,adl,kruskal,amostra_1_vs_amostra_3,True
8,adl,kruskal,amostra_2_vs_amostra_3,True
8,age,pearson,amostra_1,"[0, 1, 0, 1, 1, 1]"
8,age,pearson,amostra_2,"[0, 1, 1, 1, 1, 1]"
8,age,pearson,amostra_3,"[0, 1, 1, 1, 1, 1]"
8,bmi,pearson,amostra_1,"[1, 0, 1, 1, 1, 1]"
8,bmi,pearson,amostra_2,"[1, 0, 1, 1, 1, 1]"
8,bmi,pearson,amostra_3,"[1, 0, 1, 1, 1, 1]"
8,systolic_bp,pearson,amostra_1,"[0, 1, 0, 1, 1, 1]"
8,systolic_bp,pearson,amostra_2,"[1, 1, 0, 1, 1, 0]"
8,systolic_bp,pearson,amostra_3,"[1, 1, 0, 1, 1, 1]"
8,cholesterol_total,pearson,amostra_1,"[1, 1, 1, 0, 1, 1]"
8,cholesterol_total,pearson,amostra_2,"[1, 1, 1, 0, 1, 1]"
8,cholesterol_total,pearson,amostra_3,"[1, 1, 1, 0, 1, 1]"
8,mmse,pearson,amostra_1,"[1, 1, 1, 1, 0, 0]"
8,mmse,pearson,amostra_2,"[1, 1, 1, 1, 0, 1]"
8,mmse,pearson,amostra_3,"[1, 1, 1, 1, 0, 1]"
8,adl,pearson,amostra_1,"[1, 1, 1, 1, 0, 0]"
8,adl,pearson,amostra_2,"[1, 1, 0, 1, 1, 0]"
8,adl,pearson,amostra_3,"[1, 1, 1, 1, 1, 0]"
8,age,shapiro,validacao,False
8,bmi,shapiro,validacao,False
8,systolic_bp,shapiro,validacao,False
8,cholesterol_total,shapiro,validacao,False
8,mmse,shapiro,validacao,False
8,adl,shapiro,validacao,False
8,age,kruskal,validacao_vs_amostra_1,True
8,age,kruskal,validacao_vs_amostra_2,True
8,age,kruskal,validacao_vs_amostra_3,True
8,bmi,kruskal,validacao_vs_amostra_1,True
8,bmi,kruskal,validacao_vs_amostra_2,True
8,bmi,kruskal,validacao_vs_amostra_3,True
8,systolic_bp,kruskal,validacao_vs_amostra_1,True
8,systolic_bp,kruskal,validacao_vs_amostra_2,True
8,systolic_bp,kruskal,validacao_vs_amostra_3,True
8,cholesterol_total,kruskal,validacao_vs_amostra_1,True
8,cholesterol_total,kruskal,validacao_vs_amostra_2,True
8,cholesterol_total,kruskal,validacao_vs_amostra_3,True
8,mmse,kruskal,validacao_vs_amostra_1,True
8,mmse,kruskal,validacao_vs_amostra_2,True
8,mmse,kruskal,validacao_vs_amostra_3,True
8,adl,kruskal,validacao_vs_amostra_1,True
8,adl,kruskal,validacao_vs_amostra_2,True
8,adl,kruskal,validacao_vs_amostra_3,True
8,age,pearson,validacao,"[0, 1, 1, 1, 1, 0]"
8,bmi,pearson,validacao,"[1, 0, 1, 1, 1, 1]"
8,systolic_bp,pearson,validacao,"[1, 1, 0, 1, 1, 1]"
8,cholesterol_total,pearson,validacao,"[1, 1, 1, 0, 1, 1]"
8,mmse,pearson,validacao,"[1, 1, 1, 1, 0, 1]"
8,adl,pearson,validacao,"[0, 1, 1, 1, 1, 0]"
9,age,shapiro,amostra_1,False
9,age,shapiro,amostra_2,False
9,age,shapiro,amostra_3,False
9,bmi,shapiro,amostra_1,False
9,bmi,shapiro,amostra_2,False
9,bmi,shapiro,amostra_3,False
9,systolic_bp,shapiro,amostra_1,False
9,systolic_bp,shapiro,amostra_2,False
9,systolic_bp,shapiro,amostra_3,False
9,cholesterol_total,shapiro,amostra_1,False
9,cholesterol_total,shapiro,amostra_2,False
9,cholesterol_total,shapiro,amostra_3,False
9,mmse,shapiro,amostra_1,False
9,mmse,shapiro,amostra_2,False
9,mmse,shapiro,amostra_3,False
9,adl,shapiro,amostra_1,False
9,adl,shapiro,amostra_2,False
9,adl,shapiro,amostra_3,False
9,age,kruskal,amostra_1_vs_amostra_2,True
9,age,kruskal,amostra_1_vs_amostra_3,True
9,age,kruskal,amostra_2_vs_amostra_3,True
9,bmi,kruskal,amostra_1_vs_amostra_2,True
9,bmi,kruskal,amostra_1_vs_amostra_3,True
9,bmi,kruskal,amostra_2_vs_amostra_3,True
9,systolic_bp,kruskal,amostra_1_vs_amostra_2,True
9,systolic_bp,kruskal,amostra_1_vs_amostra_3,True
9,systolic_bp,kruskal,amostra_2_vs_amostra_3,True
9,cholesterol_total,kruskal,amostra_1_vs_amostra_2,True
9,cholesterol_total,kruskal,amostra_1_vs_amostra_3,True
9,cholesterol_total,kruskal,amostra_2_vs_amostra_3,True
9,mmse,kruskal,amostra_1_vs_amostra_2,True
9,mmse,kruskal,amostra_1_vs_amostra_3,True
9,mmse,kruskal,amostra_2_vs_amostra_3,True
9,adl,kruskal,amostra_1_vs_amostra_2,True
9,adl,kruskal,amostra_1_vs_amostra_3,True
9,adl,kruskal,amostra_2_vs_amostra_3,True
9,age,pearson,amostra_1,"[0, 1, 1, 1, 1, 1]"
9,age,pearson,amostra_2,"[0, 1, 1, 1, 1, 1]"
9,age,pearson,amostra_3,"[0, 1, 1, 1, 1, 1]"
9,bmi,pearson,amostra_1,"[1, 0, 1, 0, 1, 1]"
9,bmi,pearson,amostra_2,"[1, 0, 1, 1, 1, 1]"
9,bmi,pearson,amostra_3,"[1, 0, 1, 1, 1, 1]"
9,systolic_bp,pearson,amostra_1,"[1, 1, 0, 1, 1, 1]"
9,systolic_bp,pearson,amostra_2,"[1, 1, 0, 1, 1, 1]"
9,systolic_bp,pearson,amostra_3,"[1, 1, 0, 1, 1, 1]"
9,cholesterol_total,pearson,amostra_1,"[1, 0, 1, 0, 1, 1]"
9,cholesterol_total,pearson,amostra_2,"[1, 1, 1, 0, 1, 1]"
9,cholesterol_total,pearson,amostra_3,"[1, 1, 1, 0, 0, 1]"
9,mmse,pearson,amostra_1,"[1, 1, 1, 1, 0, 1]"
9,mmse,pearson,amostra_2,"[1, 1, 1, 1, 0, 1]"
9,mmse,pearson,amostra_3,"[1, 1, 1, 0, 0, 1]"
9,adl,pearson,amostra_1,"[1, 1, 1, 1, 1, 0]"
9,adl,pearson,amostra_2,"[1, 1, 1, 1, 1, 0]"
9,adl,pearson,amostra_3,"[1, 1, 1, 1, 1, 0]"
9,age,shapiro,validacao,False
9,bmi,shapiro,validacao,False
9,systolic_bp,shapiro,validacao,False
9,cholesterol_total,shapiro,validacao,False
9,mmse,shapiro,validacao,False
9,adl,shapiro,validacao,False
9,age,kruskal,validacao_vs_amostra_1,True
9,age,kruskal,validacao_vs_amostra_2,True
9,age,kruskal,validacao_vs_amostra_3,True
9,bmi,kruskal,validacao_vs_amostra_1,True
9,bmi,kruskal,validacao_vs_amostra_2,True
9,bmi,kruskal,validacao_vs_amostra_3,True
9,systolic_bp,kruskal,validacao_vs_amostra_1,True
9,systolic_bp,kruskal,validacao_vs_amostra_2,True
9,systolic_bp,kruskal,validacao_vs_amostra_3,True
9,cholesterol_total,kruskal,validacao_vs_amostra_1,True
9,cholesterol_total,kruskal,validacao_vs_amostra_2,True
9,cholesterol_total,kruskal,validacao_vs_amostra_3,True
9,mmse,kruskal,validacao_vs_amostra_1,True
9,mmse,kruskal,validacao_vs_amostra_2,True
9,mmse,kruskal,validacao_vs_amostra_3,True
9,adl,kruskal,validacao_vs_amostra_1,True
9,adl,kruskal,validacao_vs_amostra_2,True
9,adl,kruskal,validacao_vs_amostra_3,True
9,age,pearson,validacao,"[0, 1, 1, 1, 1, 1]"
9,bmi,pearson,validacao,"[1, 0, 1, 1, 1, 1]"
9,systolic_bp,pearson,validacao,"[1, 1, 0, 1, 1, 1]"
9,cholesterol_total,pearson,validacao,"[1, 1, 1, 0, 1, 1]"
9,mmse,pearson,validacao,"[1, 1, 1, 1, 0, 1]"
9,adl,pearson,validacao,"[1, 1, 1, 1, 1, 0]"
10,age,shapiro,amostra_1,False
10,age,shapiro,amostra_2,False
10,age,shapiro,amostra_3,False
10,bmi,shapiro,amostra_1,False
10,bmi,shapiro,amostra_2,False
10,bmi,shapiro,amostra_3,False
10,systolic_bp,shapiro,amostra_1,False
10,systolic_bp,shapiro,amostra_2,False
10,systolic_bp,shapiro,amostra_3,False
10,cholesterol_total,shapiro,amostra_1,False
10,cholesterol_total,shapiro,amostra_2,False
10,cholesterol_total,shapiro,amostra_3,False
10,mmse,shapiro,amostra_1,False
10,mmse,shapiro,amostra_2,False
10,mmse,shapiro,amostra_3,False
10,adl,shapiro,amostra_1,False
10,adl,shapiro,amostra_2,False
10,adl,shapiro,amostra_3,False
10,age,kruskal,amostra_1_vs_amostra_2,True
10,age,kruskal,amostra_1_vs_amostra_3,True
10,age,kruskal,amostra_2_vs_amostra_3,True
10,bmi,kruskal,amostra_1_vs_amostra_2,True
10,bmi,kruskal,amostra_1_vs_amostra_3,True
10,bmi,kruskal,amostra_2_vs_amostra_3,True
10,systolic_bp,kruskal,amostra_1_vs_amostra_2,True
10,systolic_bp,kruskal,amostra_1_vs_amostra_3,True
10,systolic_bp,kruskal,amostra_2_vs_amostra_3,True
10,cholesterol_total,kruskal,amostra_1_vs_amostra_2,True
10,cholesterol_total,kruskal,amostra_1_vs_amostra_3,True
10,cholesterol_total,kruskal,amostra_2_vs_amostra_3,True
10,mmse,kruskal,amostra_1_vs_amostra_2,True
10,mmse,kruskal,amostra_1_vs_amostra_3,True
10,mmse,kruskal,amostra_2_vs_amostra_3,True
10,adl,kruskal,amostra_1_vs_amostra_2,True
10,adl,kruskal,amostra_1_vs_amostra_3,True
10,adl,kruskal,amostra_2_vs_amostra_3,True
10,age,pearson,amostra_1,"[0, 1, 1, 1, 1, 1]"
10,age,pearson,amostra_2,"[0, 1, 1, 1, 1, 1]"
10,age,pearson,amostra_3,"[0, 1, 1, 1, 1, 1]"
10,bmi,pearson,amostra_1,"[1, 0, 1, 1, 1, 1]"
10,bmi,pearson,amostra_2,"[1, 0, 1, 1, 1, 1]"
10,bmi,pearson,amostra_3,"[1, 0, 1, 1, 1, 1]"
10,systolic_bp,pearson,amostra_1,"[1, 1, 0, 1, 1, 1]"
10,systolic_bp,pearson,amostra_2,"[1, 1, 0, 1, 1, 0]"
10,systolic_bp,pearson,amostra_3,"[1, 1, 0, 1, 1, 1]"
10,cholesterol_total,pearson,amostra_1,"[1, 1, 1, 0, 1, 1]"
10,cholesterol_total,pearson,amostra_2,"[1, 1, 1, 0, 1, 1]"
10,cholesterol_total,pearson,amostra_3,"[1, 1, 1, 0, 1, 1]"
10,mmse,pearson,amostra_1,"[1, 1, 1, 1, 0, 1]"
10,mmse,pearson,amostra_2,"[1, 1, 1, 1, 0, 1]"
10,mmse,pearson,amostra_3,"[1, 1, 1, 1, 0, 1]"
10,adl,pearson,amostra_1,"[1, 1, 1, 1, 1, 0]"
10,adl,pearson,amostra_2,"[1, 1, 0, 1, 1, 0]"
10,adl,pearson,amostra_3,"[1, 1, 1, 1, 1, 0]"
10,age,shapiro,validacao,False
10,bmi,shapiro,validacao,False
10,systolic_bp,shapiro,validacao,False
10,cholesterol_total,shapiro,validacao,False
10,mmse,shapiro,validacao,False
10,adl,shapiro,validacao,False
10,age,kruskal,validacao_vs_amostra_1,True
10,age,kruskal,validacao_vs_amostra_2,True
10,age,kruskal,validacao_vs_amostra_3,True
10,bmi,kruskal,validacao_vs_amostra_1,True
10,bmi,kruskal,validacao_vs_amostra_2,True
10,bmi,kruskal,validacao_vs_amostra_3,True
10,systolic_bp,kruskal,validacao_vs_amostra_1,False
10,systolic_bp,kruskal,validacao_vs_amostra_2,True
10,systolic_bp,kruskal,validacao_vs_amostra_3,True
10,cholesterol_total,kruskal,validacao_vs_amostra_1,True
10,cholesterol_total,kruskal,validacao_vs_amostra_2,True
10,cholesterol_total,kruskal,validacao_vs_amostra_3,True
10,mmse,kruskal,validacao_vs_amostra_1,True
10,mmse,kruskal,validacao_vs_amostra_2,True
10,mmse,kruskal,validacao_vs_amostra_3,True
10,adl,kruskal,validacao_vs_amostra_1,True
10,adl,kruskal,validacao_vs_amostra_2,True
10,adl,kruskal,validacao_vs_amostra_3,True
10,age,pearson,validacao,"[0, 1, 1, 1, 1, 1]"
10,bmi,pearson,validacao,"[1, 0, 1, 1, 1, 1]"
10,systolic_bp,pearson,validacao,"[1, 1, 0, 1, 1, 1]"
10,cholesterol_total,pearson,validacao,"[1, 1, 1, 0, 0, 1]"
10,mmse,pearson,validacao,"[1, 1, 1, 0, 0, 1]"
10,adl,pearson,validacao,"[1, 1, 1, 1, 1, 0]"
11,age,shapiro,amostra_1,False
11,age,shapiro,amostra_2,False
11,age,shapiro,amostra_3,False
11,bmi,shapiro,amostra_1,False
11,bmi,shapiro,amostra_2,False
11,bmi,shapiro,amostra_3,False
11,systolic_bp,shapiro,amostra_1,False
11,systolic_bp,shapiro,amostra_2,False
11,systolic_bp,shapiro,amostra_3,False
11,cholesterol_total,shapiro,amostra_1,False
11,cholesterol_total,shapiro,amostra_2,False
11,cholesterol_total,shapiro,amostra_3,False
11,mmse,shapiro,amostra_1,False
11,mmse,shapiro,amostra_2,False
11,mmse,shapiro,amostra_3,False
11,adl,shapiro,amostra_1,False
11,adl,shapiro,amostra_2,False
11,adl,shapiro,amostra_3,False
11,age,kruskal,amostra_1_vs_amostra_2,True
11,age,kruskal,amostra_1_vs_amostra_3,True
11,age,kruskal,amostra_2_vs_amostra_3,True
11,bmi,kruskal,amostra_1_vs_amostra_2,True
11,bmi,kruskal,amostra_1_vs_amostra_3,True
11,bmi,kruskal,amostra_2_vs_amostra_3,True
11,systolic_bp,kruskal,amostra_1_vs_amostra_2,True
11,systolic_bp,kruskal,amostra_1_vs_amostra_3,True
11,systolic_bp,kruskal,amostra_2_vs_amostra_3,True
11,cholesterol_total,kruskal,amostra_1_vs_amostra_2,True
11,cholesterol_total,kruskal,amostra_1_vs_amostra_3,True
11,cholesterol_total,kruskal,amostra_2_vs_amostra_3,True
11,mmse,kruskal,amostra_1_vs_amostra_2,True
11,mmse,kruskal,amostra_1_vs_amostra_3,True
11,mmse,kruskal,amostra_2_vs_amostra_3,True
11,adl,kruskal,amostra_1_vs_amostra_2,True
11,adl,kruskal,amostra_1_vs_amostra_3,True
11,adl,kruskal,amostra_2_vs_amostra_3,True
11,age,pearson,amostra_1,"[0, 1, 1, 1, 1, 1]"
11,age,pearson,amostra_2,"[0, 1, 1, 1, 1, 1]"
11,age,pearson,amostra_3,"[0, 1, 1, 1, 1, 1]"
11,bmi,pearson,amostra_1,"[1, 0, 1, 1, 0, 1]"
11,bmi,pearson,amostra_2,"[1, 0, 1, 1, 1, 1]"
11,bmi,pearson,amostra_3,"[1, 0, 1, 1, 1, 1]"
11,systolic_bp,pearson,amostra_1,"[1, 1, 0, 1, 1, 1]"
11,systolic_bp,pearson,amostra_2,"[1, 1, 0, 1, 1, 1]"
11,systolic_bp,pearson,amostra_3,"[1, 1, 0, 1, 1, 1]"
11,cholesterol_total,pearson,amostra_1,"[1, 1, 1, 0, 1, 1]"
11,cholesterol_total,pearson,amostra_2,"[1, 1, 1, 0, 1, 1]"
11,cholesterol_total,pearson,amostra_3,"[1, 1, 1, 0, 1, 1]"
11,mmse,pearson,amostra_1,"[1, 0, 1, 1, 0, 1]"
11,mmse,pearson,amostra_2,"[1, 1, 1, 1, 0, 0]"
11,mmse,pearson,amostra_3,"[1, 1, 1, 1, 0, 1]"
11,adl,pearson,amostra_1,"[1, 1, 1, 1, 1, 0]"
11,adl,pearson,amostra_2,"[1, 1, 1, 1, 0, 0]"
11,adl,pearson,amostra_3,"[1, 1, 1, 1, 1, 0]"
11,age,shapiro,validacao,False
11,bmi,shapiro,validacao,False
11,systolic_bp,shapiro,validacao,False
11,cholesterol_total,shapiro,validacao,False
11,mmse,shapiro,validacao,False
11,adl,shapiro,validacao,False
11,age,kruskal,validacao_vs_amostra_1,True
11,age,kruskal,validacao_vs_amostra_2,True
11,age,kruskal,validacao_vs_amostra_3,True
11,bmi,kruskal,validacao_vs_amostra_1,True
11,bmi,kruskal,validacao_vs_amostra_2,True
11,bmi,kruskal,validacao_vs_amostra_3,True
11,systolic_bp,kruskal,validacao_vs_amostra_1,True
11,systolic_bp,kruskal,validacao_vs_amostra_2,True
11,systolic_bp,kruskal,validacao_vs_amostra_3,True
11,cholesterol_total,kruskal,validacao_vs_amostra_1,True
11,cholesterol_total,kruskal,validacao_vs_amostra_2,True
11,cholesterol_total,kruskal,validacao_vs_amostra_3,True
11,mmse,kruskal,validacao_vs_amostra_1,True
11,mmse,kruskal,validacao_vs_amostra_2,True
11,mmse,kruskal,validacao_vs_amostra_3,True
11,adl,kruskal,validacao_vs_amostra_1,True
11,adl,kruskal,validacao_vs_amostra_2,True
11,adl,kruskal,validacao_vs_amostra_3,True
11,age,pearson,validacao,"[0, 1, 1, 1, 1, 1]"
11,bmi,pearson,validacao,"[1, 0, 1, 1, 1, 1]"
11,systolic_bp,pearson,validacao,"[1, 1, 0, 1, 1, 1]"
11,cholesterol_total,pearson,validacao,"[1, 1, 1, 0, 0, 1]"
11,mmse,pearson,validacao,"[1, 1, 1, 0, 0, 1]"
11,adl,pearson,validacao,"[1, 1, 1, 1, 1, 0]"
12,age,shapiro,amostra_1,False
12,age,shapiro,amostra_2,False
12,age,shapiro,amostra_3,False
12,bmi,shapiro,amostra_1,False
12,bmi,shapiro,amostra_2,False
12,bmi,shapiro,amostra_3,False
12,systolic_bp,shapiro,amostra_1,False
12,systolic_bp,shapiro,amostra_2,False
12,systolic_bp,shapiro,amostra_3,False
12,cholesterol_total,shapiro,amostra_1,False
12,cholesterol_total,shapiro,amostra_2,False
12,cholesterol_total,shapiro,amostra_3,False
12,mmse,shapiro,amostra_1,False
12,mmse,shapiro,amostra_2,False
12,mmse,shapiro,amostra_3,False
12,adl,shapiro,amostra_1,False
12,adl,shapiro,amostra_2,False
12,adl,shapiro,amostra_3,False
12,age,kruskal,amostra_1_vs_amostra_2,False
12,age,kruskal,amostra_1_vs_amostra_3,True
12,age,kruskal,amostra_2_vs_amostra_3,True
12,bmi,kruskal,amostra_1_vs_amostra_2,True
12,bmi,kruskal,amostra_1_vs_amostra_3,True
12,bmi,kruskal,amostra_2_vs_amostra_3,True
12,systolic_bp,kruskal,amostra_1_vs_amostra_2,True
12,systolic_bp,kruskal,amostra_1_vs_amostra_3,True
12,systolic_bp,kruskal,amostra_2_vs_amostra_3,True
12,cholesterol_total,kruskal,amostra_1_vs_amostra_2,True
12,cholesterol_total,kruskal,amostra_1_vs_amostra_3,True
12,cholesterol_total,kruskal,amostra_2_vs_amostra_3,True
12,mmse,kruskal,amostra_1_vs_amostra_2,True
12,mmse,kruskal,amostra_1_vs_amostra_3,True
12,mmse,kruskal,amostra_2_vs_amostra_3,True
12,adl,kruskal,amostra_1_vs_amostra_2,True
12,adl,kruskal,amostra_1_vs_amostra_3,True
12,adl,kruskal,amostra_2_vs_amostra_3,True
12,age,pearson,amostra_1,"[0, 1, 1, 1, 1, 1]"
12,age,pearson,amostra_2,"[0, 1, 1, 1, 1, 0]"
12,age,pearson,amostra_3,"[0, 1, 1, 1, 0, 1]"
12,bmi,pearson,amostra_1,"[1, 0, 1, 1, 1, 1]"
12,bmi,pearson,amostra_2,"[1, 0, 1, 1, 1, 1]"
12,bmi,pearson,amostra_3,"[1, 0, 1, 1, 1, 1]"
12,systolic_bp,pearson,amostra_1,"[1, 1, 0, 1, 1, 1]"
12,systolic_bp,pearson,amostra_2,"[1, 1, 0, 1, 1, 1]"
12,systolic_bp,pearson,amostra_3,"[1, 1, 0, 1, 1, 1]"
12,cholesterol_total,pearson,amostra_1,"[1, 1, 1, 0, 1, 0]"
12,cholesterol_total,pearson,amostra_2,"[1, 1, 1, 0, 1, 1]"
12,cholesterol_total,pearson,amostra_3,"[1, 1, 1, 0, 1, 1]"
12,mmse,pearson,amostra_1,"[1, 1, 1, 1, 0, 1]"
12,mmse,pearson,amostra_2,"[1, 1, 1, 1, 0, 1]"
12,mmse,pearson,amostra_3,"[0, 1, 1, 1, 0, 1]"
12,adl,pearson,amostra_1,"[1, 1, 1, 0, 1, 0]"
12,adl,pearson,amostra_2,"[0, 1, 1, 1, 1, 0]"
12,adl,pearson,amostra_3,"[1, 1, 1, 1, 1, 0]"
12,age,shapiro,validacao,False
12,bmi,shapiro,validacao,False
12,systolic_bp,shapiro,validacao,False
12,cholesterol_total,shapiro,validacao,False
12,mmse,shapiro,validacao,False
12,adl,shapiro,validacao,False
12,age,kruskal,validacao_vs_amostra_1,True
12,age,kruskal,validacao_vs_amostra_2,True
12,age,kruskal,validacao_vs_amostra_3,True
12,bmi,kruskal,validacao_vs_amostra_1,True
12,bmi,kruskal,validacao_vs_amostra_2,True
12,bmi,kruskal,validacao_vs_amostra_3,True
12,systolic_bp,kruskal,validacao_vs_amostra_1,True
12,systolic_bp,kruskal,validacao_vs_amostra_2,True
12,systolic_bp,kruskal,validacao_vs_amostra_3,True
12,cholesterol_total,kruskal,validacao_vs_amostra_1,True
12,cholesterol_total,kruskal,validacao_vs_amostra_2,True
12,cholesterol_total,kruskal,validacao_vs_amostra_3,True
12,mmse,kruskal,validacao_vs_amostra_1,True
12,mmse,kruskal,validacao_vs_amostra_2,True
12,mmse,kruskal,validacao_vs_amostra_3,True
12,adl,kruskal,validacao_vs_amostra_1,True
