simulacao,coluna,teste,onde,p_valor
8,systolic_bp,kruskal,validacao_vs_amostra_3,0.8290302752426248
8,cholesterol_total,kruskal,validacao_vs_amostra_1,0.9099105026694376
8,cholesterol_total,kruskal,validacao_vs_amostra_2,0.12205411549797644
8,cholesterol_total,kruskal,validacao_vs_amostra_3,0.7458360371136672
8,mmse,kruskal,validacao_vs_amostra_1,0.5882846839221594
8,mmse,kruskal,validacao_vs_amostra_2,0.11913234409634997
8,mmse,kruskal,validacao_vs_amostra_3,0.38027803137433613
8,adl,kruskal,validacao_vs_amostra_1,0.3319113906840315
8,adl,kruskal,validacao_vs_amostra_2,0.5095017710106043
8,adl,kruskal,validacao_vs_amostra_3,0.2826410701323791
8,age,pearson,validacao,"[None, 0.34332305207316327, 0.25570581496626893, 0.08668993849772433, 0.5655932352182311, 0.8926265529394402]"
8,bmi,pearson,validacao,"[0.34332305207316327, None, 0.10775231272414088, 0.76123909607982, 0.8314257203651222, 0.7611375931522234]"
8,systolic_bp,pearson,validacao,"[0.25570581496626893, 0.10775231272414088, None, 0.7827015429149363, 0.9397614315528787, 0.516836558360871]"
8,cholesterol_total,pearson,validacao,"[0.08668993849772433, 0.76123909607982, 0.7827015429149363, None, 0.6298284659674458, 0.22441615040366542]"
8,mmse,pearson,validacao,"[0.5655932352182311, 0.8314257203651222, 0.9397614315528787, 0.6298284659674458, None, 0.49291124480289866]"
8,adl,pearson,validacao,"[0.8926265529394402, 0.7611375931522234, 0.516836558360871, 0.22441615040366542, 0.49291124480289866, None]"
9,age,shapiro,amostra_1,5.887489384903688e-10
9,age,shapiro,amostra_2,7.507797855632603e-11
9,age,shapiro,amostra_3,2.3836030371704453e-10
9,bmi,shapiro,amostra_1,7.451804451275024e-11
9,bmi,shapiro,amostra_2,2.9497926323784895e-10
9,bmi,shapiro,amostra_3,8.420373287520988e-10
9,systolic_bp,shapiro,amostra_1,7.502511389922972e-10
9,systolic_bp,shapiro,amostra_2,2.506592329531987e-11
9,systolic_bp,shapiro,amostra_3,1.9254582303562806e-11
9,cholesterol_total,shapiro,amostra_1,3.054946920433288e-11
9,cholesterol_total,shapiro,amostra_2,6.665114571369202e-10
9,cholesterol_total,shapiro,amostra_3,1.2710021923822978e-10
9,mmse,shapiro,amostra_1,9.874612932891935e-11
9,mmse,shapiro,amostra_2,2.8397856288719936e-10
9,mmse,shapiro,amostra_3,8.144506596918788e-11
9,adl,shapiro,amostra_1,1.5060612479356195e-11
9,adl,shapiro,amostra_2,6.008151007957929e-12
9,adl,shapiro,amostra_3,1.4796165594826993e-12
9,age,kruskal,amostra_1_vs_amostra_2,0.38362477314817023
9,age,kruskal,amostra_1_vs_amostra_3,0.38481578209870015
9,age,kruskal,amostra_2_vs_amostra_3,0.08236917547225561
9,bmi,kruskal,amostra_1_vs_amostra_2,0.36901176258641544
9,bmi,kruskal,amostra_1_vs_amostra_3,0.5459311757261955
9,bmi,kruskal,amostra_2_vs_amostra_3,0.10949330246957883
9,systolic_bp,kruskal,amostra_1_vs_amostra_2,0.34293802430922643
9,systolic_bp,kruskal,amostra_1_vs_amostra_3,0.39116873904264127
9,systolic_bp,kruskal,amostra_2_vs_amostra_3,0.9311471173272386
9,cholesterol_total,kruskal,amostra_1_vs_amostra_2,0.13117638984636365
9,cholesterol_total,kruskal,amostra_1_vs_amostra_3,0.9593308379576667
9,cholesterol_total,kruskal,amostra_2_vs_amostra_3,0.13275020171905177
9,mmse,kruskal,amostra_1_vs_amostra_2,0.8374756157486449
9,mmse,kruskal,amostra_1_vs_amostra_3,0.7906655446099763
9,mmse,kruskal,amostra_2_vs_amostra_3,0.6486653693207518
9,adl,kruskal,amostra_1_vs_amostra_2,0.9006317294442334
9,adl,kruskal,amostra_1_vs_amostra_3,0.3051923828466268
9,adl,kruskal,amostra_2_vs_amostra_3,0.42124500462672987
9,age,pearson,amostra_1,"[None, 0.07358708837251929, 0.15978010943618826, 0.8718527037072193, 0.9930861019601585, 0.003298869856559181]"
9,age,pearson,amostra_2,"[None, 0.8903313478049775, 0.6888788095841727, 0.6953742837298466, 0.022445495413684447, 0.10854561888493298]"
9,age,pearson,amostra_3,"[None, 0.6758477891395013, 0.4177584074673235, 0.2577999805229097, 0.9767395554250307, 0.015176046339717123]"
9,bmi,pearson,amostra_1,"[0.07358708837251929, None, 0.5584973712807001, 0.7036551753429249, 0.6809758413081051, 0.05335601223219422]"
9,bmi,pearson,amostra_2,"[0.8903313478049775, None, 0.9533548190415058, 0.15989883397944907, 0.045692872301510014, 0.8284563613174569]"
9,bmi,pearson,amostra_3,"[0.6758477891395013, None, 0.45286492608567375, 0.5604781939698962, 0.5322566501751211, 0.9064681633127378]"
9,systolic_bp,pearson,amostra_1,"[0.15978010943618826, 0.5584973712807001, None, 0.860842594572285, 0.5286967401737153, 0.1950708852255118]"
9,systolic_bp,pearson,amostra_2,"[0.6888788095841727, 0.9533548190415058, None, 0.1431172557890717, 0.9589551821087146, 0.44556643194251244]"
9,systolic_bp,pearson,amostra_3,"[0.4177584074673235, 0.45286492608567375, None, 0.16890040246223675, 0.911923257864203, 0.6840890056500223]"
9,cholesterol_total,pearson,amostra_1,"[0.8718527037072193, 0.7036551753429249, 0.860842594572285, None, 0.39212948883994153, 0.49700707461800747]"
9,cholesterol_total,pearson,amostra_2,"[0.6953742837298466, 0.15989883397944907, 0.1431172557890717, None, 0.018073315840040845, 0.15623373571454763]"
9,cholesterol_total,pearson,amostra_3,"[0.2577999805229097, 0.5604781939698962, 0.16890040246223675, None, 0.06823380760569658, 0.3310512216950362]"
9,mmse,pearson,amostra_1,"[0.9930861019601585, 0.6809758413081051, 0.5286967401737153, 0.39212948883994153, None, 0.42014882754114313]"
9,mmse,pearson,amostra_2,"[0.022445495413684447, 0.045692872301510014, 0.9589551821087146, 0.018073315840040845, None, 0.7739866005572014]"
9,mmse,pearson,amostra_3,"[0.9767395554250307, 0.5322566501751211, 0.911923257864203, 0.06823380760569658, None, 0.9290519424576206]"
9,adl,pearson,amostra_1,"[0.003298869856559181, 0.05335601223219422, 0.1950708852255118, 0.49700707461800747, 0.42014882754114313, None]"
9,adl,pearson,amostra_2,"[0.10854561888493298, 0.8284563613174569, 0.44556643194251244, 0.15623373571454763, 0.7739866005572014, None]"
9,adl,pearson,amostra_3,"[0.015176046339717123, 0.9064681633127378, 0.6840890056500223, 0.3310512216950362, 0.9290519424576206, None]"
9,age,shapiro,validacao,7.172391749531853e-14
9,bmi,shapiro,validacao,2.259233381970982e-13
9,systolic_bp,shapiro,validacao,1.1796531633467833e-13
9,cholesterol_total,shapiro,validacao,5.194543146319619e-12
9,mmse,shapiro,validacao,1.0164333703053044e-13
9,adl,shapiro,validacao,3.2844017626041874e-14
9,age,kruskal,validacao_vs_amostra_1,0.7369739556585194
9,age,kruskal,validacao_vs_amostra_2,0.5351787840817828
9,age,kruskal,validacao_vs_amostra_3,0.21057713440832918
9,bmi,kruskal,validacao_vs_amostra_1,0.6823452449903111
9,bmi,kruskal,validacao_vs_amostra_2,0.15275782010199448
9,bmi,kruskal,validacao_vs_amostra_3,0.837669892771078
9,systolic_bp,kruskal,validacao_vs_amostra_1,0.13797004964372112
9,systolic_bp,kruskal,validacao_vs_amostra_2,0.6693499320574109
9,systolic_bp,kruskal,validacao_vs_amostra_3,0.636003457679688
9,cholesterol_total,kruskal,validacao_vs_amostra_1,0.799994296932673
9,cholesterol_total,kruskal,validacao_vs_amostra_2,0.05568528535892809
9,cholesterol_total,kruskal,validacao_vs_amostra_3,0.7847500825411458
9,mmse,kruskal,validacao_vs_amostra_1,0.1698605872743158
9,mmse,kruskal,validacao_vs_amostra_2,0.25084959497711257
9,mmse,kruskal,validacao_vs_amostra_3,0.1065941270659172
9,adl,kruskal,validacao_vs_amostra_1,0.2042673249350002
9,adl,kruskal,validacao_vs_amostra_2,0.2833366513266715
9,adl,kruskal,validacao_vs_amostra_3,0.8891890508136185
9,age,pearson,validacao,"[None, 0.19473437269910265, 0.22738790893591468, 0.49918367924091955, 0.24049051040347774, 0.9751855823056758]"
9,bmi,pearson,validacao,"[0.19473437269910265, None, 0.886463361603976, 0.6812278306847537, 0.30767395403486314, 0.37026534046286763]"
9,systolic_bp,pearson,validacao,"[0.22738790893591468, 0.886463361603976, None, 0.46579114150696743, 0.8723984326295119, 0.24669687429391038]"
9,cholesterol_total,pearson,validacao,"[0.49918367924091955, 0.6812278306847537, 0.46579114150696743, None, 0.9539028755987483, 0.7499259365660839]"
9,mmse,pearson,validacao,"[0.24049051040347774, 0.30767395403486314, 0.8723984326295119, 0.9539028755987483, None, 0.4089706182041453]"
9,adl,pearson,validacao,"[0.9751855823056758, 0.37026534046286763, 0.24669687429391038, 0.7499259365660839, 0.4089706182041453, None]"
10,age,shapiro,amostra_1,6.458950041476896e-10
10,age,shapiro,amostra_2,9.59391073529492e-12
10,age,shapiro,amostra_3,1.554233686196227e-10
10,bmi,shapiro,amostra_1,4.659014493646474e-11
10,bmi,shapiro,amostra_2,1.1619284527586426e-11
10,bmi,shapiro,amostra_3,3.1975997370758957e-12
10,systolic_bp,shapiro,amostra_1,2.349136996038226e-10
10,systolic_bp,shapiro,amostra_2,4.481281457024977e-10
10,systolic_bp,shapiro,amostra_3,7.751441849501717e-11
10,cholesterol_total,shapiro,amostra_1,2.839820045785757e-10
10,cholesterol_total,shapiro,amostra_2,7.416534053561463e-10
10,cholesterol_total,shapiro,amostra_3,2.5496875721842116e-09
10,mmse,shapiro,amostra_1,8.120834560365608e-11
10,mmse,shapiro,amostra_2,8.10306856335874e-12
10,mmse,shapiro,amostra_3,6.971056544513576e-12
10,adl,shapiro,amostra_1,8.03469617227659e-12
10,adl,shapiro,amostra_2,1.1699005653120764e-10
10,adl,shapiro,amostra_3,7.49799267812934e-12
10,age,kruskal,amostra_1_vs_amostra_2,0.22413808554327105
10,age,kruskal,amostra_1_vs_amostra_3,0.7313336528982124
10,age,kruskal,amostra_2_vs_amostra_3,0.42245414708779705
10,bmi,kruskal,amostra_1_vs_amostra_2,0.6262182524409989
10,bmi,kruskal,amostra_1_vs_amostra_3,0.8910271384936961
10,bmi,kruskal,amostra_2_vs_amostra_3,0.7315813148037434
10,systolic_bp,kruskal,amostra_1_vs_amostra_2,0.5552863328651645
10,systolic_bp,kruskal,amostra_1_vs_amostra_3,0.37424120594994015
10,systolic_bp,kruskal,amostra_2_vs_amostra_3,0.7908454498870111
10,cholesterol_total,kruskal,amostra_1_vs_amostra_2,0.4573766983940909
10,cholesterol_total,kruskal,amostra_1_vs_amostra_3,0.5346877187794494
10,cholesterol_total,kruskal,amostra_2_vs_amostra_3,0.14890637692172998
10,mmse,kruskal,amostra_1_vs_amostra_2,0.7018907127762299
10,mmse,kruskal,amostra_1_vs_amostra_3,0.3843954937091284
10,mmse,kruskal,amostra_2_vs_amostra_3,0.6288470337015839
10,adl,kruskal,amostra_1_vs_amostra_2,0.7192140924914068
10,adl,kruskal,amostra_1_vs_amostra_3,0.6698526711233208
10,adl,kruskal,amostra_2_vs_amostra_3,0.9303399502266064
10,age,pearson,amostra_1,"[None, 0.8673933782243494, 0.6051148958132144, 0.5106509244396908, 0.3986917243883393, 0.10791904041698511]"
10,age,pearson,amostra_2,"[None, 0.8294357506965161, 0.9589498980531223, 0.7575272358975276, 0.2110066931919976, 0.18108089551797912]"
10,age,pearson,amostra_3,"[None, 0.8314946721873181, 0.5636675894148995, 0.8080934964531534, 0.27572314009267423, 0.0909001717712439]"
10,bmi,pearson,amostra_1,"[0.8673933782243494, None, 0.007645556121093924, 0.24600144814212346, 0.5140242383880522, 0.40360628994285913]"
10,bmi,pearson,amostra_2,"[0.8294357506965161, None, 0.20574788403691147, 0.3895355202222408, 0.7669421219343237, 0.7141547502953197]"
10,bmi,pearson,amostra_3,"[0.8314946721873181, None, 0.021529710226142005, 0.32454560114844117, 0.695368970004873, 0.40875327040226633]"
10,systolic_bp,pearson,amostra_1,"[0.6051148958132144, 0.007645556121093924, None, 0.34614094706112253, 0.21016594528606355, 0.6183549877298233]"
10,systolic_bp,pearson,amostra_2,"[0.9589498980531223, 0.20574788403691147, None, 0.3453318667963294, 0.04091206146107846, 0.601875447200163]"
10,systolic_bp,pearson,amostra_3,"[0.5636675894148995, 0.021529710226142005, None, 0.9711986790411211, 0.9130911541584011, 0.37664084180871915]"
10,cholesterol_total,pearson,amostra_1,"[0.5106509244396908, 0.24600144814212346, 0.34614094706112253, None, 0.48930464478021024, 0.39965358688250496]"
10,cholesterol_total,pearson,amostra_2,"[0.7575272358975276, 0.3895355202222408, 0.3453318667963294, None, 0.018300651113630762, 0.9910556436272183]"
10,cholesterol_total,pearson,amostra_3,"[0.8080934964531534, 0.32454560114844117, 0.9711986790411211, None, 0.7584446596842799, 0.8960298690345114]"
10,mmse,pearson,amostra_1,"[0.3986917243883393, 0.5140242383880522, 0.21016594528606355, 0.48930464478021024, None, 0.3927045753279627]"
10,mmse,pearson,amostra_2,"[0.2110066931919976, 0.7669421219343237, 0.04091206146107846, 0.018300651113630762, None, 0.9605253246857618]"
10,mmse,pearson,amostra_3,"[0.27572314009267423, 0.695368970004873, 0.9130911541584011, 0.7584446596842799, None, 0.9394900976985289]"
10,adl,pearson,amostra_1,"[0.10791904041698511, 0.40360628994285913, 0.6183549877298233, 0.39965358688250496, 0.3927045753279627, None]"
10,adl,pearson,amostra_2,"[0.18108089551797912, 0.7141547502953197, 0.601875447200163, 0.9910556436272183, 0.9605253246857618, None]"
10,adl,pearson,amostra_3,"[0.0909001717712439, 0.40875327040226633, 0.37664084180871915, 0.8960298690345114, 0.9394900976985289, None]"
10,age,shapiro,validacao,1.0985516560009859e-13
10,bmi,shapiro,validacao,2.230167683555176e-13
10,systolic_bp,shapiro,validacao,1.7456743244947254e-13
10,cholesterol_total,shapiro,validacao,1.4267235396575595e-12
10,mmse,shapiro,validacao,6.428522671868622e-14
10,adl,shapiro,validacao,1.6150678960785204e-16
10,age,kruskal,validacao_vs_amostra_1,0.959612088459883
10,age,kruskal,validacao_vs_amostra_2,0.1829592213555398
10,age,kruskal,validacao_vs_amostra_3,0.6742932802263593
10,bmi,kruskal,validacao_vs_amostra_1,0.7085695962423801
10,bmi,kruskal,validacao_vs_amostra_2,0.40180243181751385
10,bmi,kruskal,validacao_vs_amostra_3,0.6386597037482957
10,systolic_bp,kruskal,validacao_vs_amostra_1,0.19616102321596288
10,systolic_bp,kruskal,validacao_vs_amostra_2,0.5236998658222922
10,systolic_bp,kruskal,validacao_vs_amostra_3,0.7527272587932232
10,cholesterol_total,kruskal,validacao_vs_amostra_1,0.3588674670279228
10,cholesterol_total,kruskal,validacao_vs_amostra_2,0.06691586767589669
10,cholesterol_total,kruskal,validacao_vs_amostra_3,0.7577571885208381
10,mmse,kruskal,validacao_vs_amostra_1,0.477804249437766
10,mmse,kruskal,validacao_vs_amostra_2,0.2565764800769905
10,mmse,kruskal,validacao_vs_amostra_3,0.08837014472076694
10,adl,kruskal,validacao_vs_amostra_1,0.5755206444986123
10,adl,kruskal,validacao_vs_amostra_2,0.8728182929166122
10,adl,kruskal,validacao_vs_amostra_3,0.8933277510287677
10,age,pearson,validacao,"[None, 0.8120364452320643, 0.35694614107626677, 0.7016585420352774, 0.43798665016447247, 0.9047635271556725]"
10,bmi,pearson,validacao,"[0.8120364452320643, None, 0.7705650742180086, 0.6558471316433397, 0.5229489563472255, 0.9517152428936029]"
10,systolic_bp,pearson,validacao,"[0.35694614107626677, 0.7705650742180086, None, 0.6801222482173712, 0.9751155529286032, 0.21714219069042467]"
10,cholesterol_total,pearson,validacao,"[0.7016585420352774, 0.6558471316433397, 0.6801222482173712, None, 0.45905488822728796, 0.7975629911419726]"
10,mmse,pearson,validacao,"[0.43798665016447247, 0.5229489563472255, 0.9751155529286032, 0.45905488822728796, None, 0.8112967747340082]"
10,adl,pearson,validacao,"[0.9047635271556725, 0.9517152428936029, 0.21714219069042467, 0.7975629911419726, 0.8112967747340082, None]"
11,age,shapiro,amostra_1,3.096580934378035e-12
11,age,shapiro,amostra_2,9.623386809654022e-11
11,age,shapiro,amostra_3,4.381484411397629e-11
11,bmi,shapiro,amostra_1,2.5368742662124077e-09
11,bmi,shapiro,amostra_2,1.538941613032918e-10
11,bmi,shapiro,amostra_3,1.5679820775105213e-09
11,systolic_bp,shapiro,amostra_1,3.4924667324798264e-11
11,systolic_bp,shapiro,amostra_2,2.1112972481418524e-10
11,systolic_bp,shapiro,amostra_3,4.3344390576738334e-11
11,cholesterol_total,shapiro,amostra_1,1.8714280125564642e-11
11,cholesterol_total,shapiro,amostra_2,2.5534727110532174e-10
11,cholesterol_total,shapiro,amostra_3,7.688386732818131e-11
11,mmse,shapiro,amostra_1,4.741510517547454e-10
11,mmse,shapiro,amostra_2,5.82672712162724e-12
11,mmse,shapiro,amostra_3,1.8011275804141746e-09
11,adl,shapiro,amostra_1,1.9207127208153985e-12
11,adl,shapiro,amostra_2,2.5340044732674594e-12
11,adl,shapiro,amostra_3,1.1895456841770624e-11
11,age,kruskal,amostra_1_vs_amostra_2,0.07386590075132139
11,age,kruskal,amostra_1_vs_amostra_3,0.4723489119799823
11,age,kruskal,amostra_2_vs_amostra_3,0.2757663636563823
11,bmi,kruskal,amostra_1_vs_amostra_2,0.14264113978501936
11,bmi,kruskal,amostra_1_vs_amostra_3,0.016206716661862755
11,bmi,kruskal,amostra_2_vs_amostra_3,0.3639250957628253
11,systolic_bp,kruskal,amostra_1_vs_amostra_2,0.11849686783062724
11,systolic_bp,kruskal,amostra_1_vs_amostra_3,0.20301269681567924
11,systolic_bp,kruskal,amostra_2_vs_amostra_3,0.7858294666455268
11,cholesterol_total,kruskal,amostra_1_vs_amostra_2,0.03508804710638424
11,cholesterol_total,kruskal,amostra_1_vs_amostra_3,0.027662292964080213
11,cholesterol_total,kruskal,amostra_2_vs_amostra_3,0.9283085194936257
11,mmse,kruskal,amostra_1_vs_amostra_2,0.5142864607846264
11,mmse,kruskal,amostra_1_vs_amostra_3,0.926277555923368
11,mmse,kruskal,amostra_2_vs_amostra_3,0.4287368004548494
11,adl,kruskal,amostra_1_vs_amostra_2,0.671622714410596
11,adl,kruskal,amostra_1_vs_amostra_3,0.5742378307318168
11,adl,kruskal,amostra_2_vs_amostra_3,0.3282268642701913
11,age,pearson,amostra_1,"[None, 0.33248549534434296, 0.04297387620333035, 0.6870534407618579, 0.32105139175266445, 0.4468307057842577]"
11,age,pearson,amostra_2,"[None, 0.7092085964862658, 0.07444866683694475, 0.1348382874121554, 0.2251874534830726, 0.04171559726893237]"
11,age,pearson,amostra_3,"[None, 0.5877827838779891, 0.8429931762670629, 0.06813695958916345, 0.33432894596539736, 0.6854806451837347]"
11,bmi,pearson,amostra_1,"[0.33248549534434296, None, 0.7067430288793649, 0.38268620381569096, 0.7839186348757414, 0.8395144269431595]"
11,bmi,pearson,amostra_2,"[0.7092085964862658, None, 0.08546878794920534, 0.5054711432363239, 0.5583151536122964, 0.9521304628158928]"
11,bmi,pearson,amostra_3,"[0.5877827838779891, None, 0.9590101077548178, 0.03732864846774454, 0.9695079780243138, 0.39186883681997037]"
11,systolic_bp,pearson,amostra_1,"[0.04297387620333035, 0.7067430288793649, None, 0.8385400613106293, 0.6399009151528671, 0.9707509854147299]"
11,systolic_bp,pearson,amostra_2,"[0.07444866683694475, 0.08546878794920534, None, 0.20671813988721963, 0.3680593518137913, 0.755671354115335]"
11,systolic_bp,pearson,amostra_3,"[0.8429931762670629, 0.9590101077548178, None, 0.8700507354873012, 0.08023154440733213, 0.726845325617831]"
11,cholesterol_total,pearson,amostra_1,"[0.6870534407618579, 0.38268620381569096, 0.8385400613106293, None, 0.06617333551436397, 0.8746076083659003]"
11,cholesterol_total,pearson,amostra_2,"[0.1348382874121554, 0.5054711432363239, 0.20671813988721963, None, 0.54560492249579, 0.3178511445977621]"
11,cholesterol_total,pearson,amostra_3,"[0.06813695958916345, 0.03732864846774454, 0.8700507354873012, None, 0.36190717122155835, 0.5975934568262232]"
11,mmse,pearson,amostra_1,"[0.32105139175266445, 0.7839186348757414, 0.6399009151528671, 0.06617333551436397, None, 0.6176995465536915]"
11,mmse,pearson,amostra_2,"[0.2251874534830726, 0.5583151536122964, 0.3680593518137913, 0.54560492249579, None, 0.30991066453863786]"
11,mmse,pearson,amostra_3,"[0.33432894596539736, 0.9695079780243138, 0.08023154440733213, 0.36190717122155835, None, 0.8429446724269152]"
11,adl,pearson,amostra_1,"[0.4468307057842577, 0.8395144269431595, 0.9707509854147299, 0.8746076083659003, 0.6176995465536915, None]"
11,adl,pearson,amostra_2,"[0.04171559726893237, 0.9521304628158928, 0.755671354115335, 0.3178511445977621, 0.30991066453863786, None]"
11,adl,pearson,amostra_3,"[0.6854806451837347, 0.39186883681997037, 0.726845325617831, 0.5975934568262232, 0.8429446724269152, None]"
11,age,shapiro,validacao,6.38467414788152e-14
11,bmi,shapiro,validacao,1.6202407051115787e-14
11,systolic_bp,shapiro,validacao,1.1786257462630817e-13
11,cholesterol_total,shapiro,validacao,3.7509583113159994e-12
11,mmse,shapiro,validacao,1.881296598268533e-14
11,adl,shapiro,validacao,1.1494246411603275e-14
11,age,kruskal,validacao_vs_amostra_1,0.8780992213246321
11,age,kruskal,validacao_vs_amostra_2,0.029191221995519438
11,age,kruskal,validacao_vs_amostra_3,0.34912210124053566
11,bmi,kruskal,validacao_vs_amostra_1,0.8236061107094326
11,bmi,kruskal,validacao_vs_amostra_2,0.08424795190205579
11,bmi,kruskal,validacao_vs_amostra_3,0.0076695321665629385
11,systolic_bp,kruskal,validacao_vs_amostra_1,0.11329367024184245
11,systolic_bp,kruskal,validacao_vs_amostra_2,0.9604036921542048
11,systolic_bp,kruskal,validacao_vs_amostra_3,0.8627368843601434
11,cholesterol_total,kruskal,validacao_vs_amostra_1,0.09325707222289951
11,cholesterol_total,kruskal,validacao_vs_amostra_2,0.5086308393156265
11,cholesterol_total,kruskal,validacao_vs_amostra_3,0.4406377006474451
11,mmse,kruskal,validacao_vs_amostra_1,0.014664471843593273
11,mmse,kruskal,validacao_vs_amostra_2,0.09628405894397041
11,mmse,kruskal,validacao_vs_amostra_3,0.01018974908571894
11,adl,kruskal,validacao_vs_amostra_1,0.9651207291659419
11,adl,kruskal,validacao_vs_amostra_2,0.6601470605728668
11,adl,kruskal,validacao_vs_amostra_3,0.5142432754835047
11,age,pearson,validacao,"[None, 0.7542373671880489, 0.30013570207362866, 0.8920208565980194, 0.5130745450662727, 0.6579393164482371]"
11,bmi,pearson,validacao,"[0.7542373671880489, None, 0.6849497702402391, 0.9994495804129231, 0.8338217250479447, 0.4553179373092689]"
11,systolic_bp,pearson,validacao,"[0.30013570207362866, 0.6849497702402391, None, 0.3821343079933639, 0.8168152816516587, 0.050832178058082496]"
11,cholesterol_total,pearson,validacao,"[0.8920208565980194, 0.9994495804129231, 0.3821343079933639, None, 0.17908200516386635, 0.15424441900058794]"
11,mmse,pearson,validacao,"[0.5130745450662727, 0.8338217250479447, 0.8168152816516587, 0.17908200516386635, None, 0.8724175881952007]"
11,adl,pearson,validacao,"[0.6579393164482371, 0.4553179373092689, 0.050832178058082496, 0.15424441900058794, 0.8724175881952007, None]"
12,age,shapiro,amostra_1,1.9217717694974823e-11
12,age,shapiro,amostra_2,7.147241826155337e-11
12,age,shapiro,amostra_3,4.2540966409265746e-12
12,bmi,shapiro,amostra_1,2.6136676156696126e-10
12,bmi,shapiro,amostra_2,1.153905929140997e-10
12,bmi,shapiro,amostra_3,1.7019571862952887e-10
12,systolic_bp,shapiro,amostra_1,1.1560777890551321e-09
12,systolic_bp,shapiro,amostra_2,4.040718801223697e-11
12,systolic_bp,shapiro,amostra_3,6.291255710832999e-12
12,cholesterol_total,shapiro,amostra_1,2.404340726513965e-09
12,cholesterol_total,shapiro,amostra_2,1.0355373225579e-09
12,cholesterol_total,shapiro,amostra_3,3.6902352285039797e-09
12,mmse,shapiro,amostra_1,5.183109844097977e-11
12,mmse,shapiro,amostra_2,2.5849919427223256e-10
12,mmse,shapiro,amostra_3,9.471348150213998e-10
12,adl,shapiro,amostra_1,2.2709230329542862e-12
12,adl,shapiro,amostra_2,9.401561560512528e-13
12,adl,shapiro,amostra_3,3.5584955121459316e-11
12,age,kruskal,amostra_1_vs_amostra_2,0.9188204280292611
12,age,kruskal,amostra_1_vs_amostra_3,0.9976532633814396
12,age,kruskal,amostra_2_vs_amostra_3,0.9195317964153407
12,bmi,kruskal,amostra_1_vs_amostra_2,0.23185447483324145
12,bmi,kruskal,amostra_1_vs_amostra_3,0.14690184881963772
12,bmi,kruskal,amostra_2_vs_amostra_3,0.8226280163436325
12,systolic_bp,kruskal,amostra_1_vs_amostra_2,0.5452170355896891
12,systolic_bp,kruskal,amostra_1_vs_amostra_3,0.9742034142994106
12,systolic_bp,kruskal,amostra_2_vs_amostra_3,0.538613481748634
12,cholesterol_total,kruskal,amostra_1_vs_amostra_2,0.6740478520548352
12,cholesterol_total,kruskal,amostra_1_vs_amostra_3,0.4357785036669861
12,cholesterol_total,kruskal,amostra_2_vs_amostra_3,0.7090113161242998
12,mmse,kruskal,amostra_1_vs_amostra_2,0.5242281045954615
12,mmse,kruskal,amostra_1_vs_amostra_3,0.45297880069926133
12,mmse,kruskal,amostra_2_vs_amostra_3,0.9482346425609086
12,adl,kruskal,amostra_1_vs_amostra_2,0.4958327306100897
12,adl,kruskal,amostra_1_vs_amostra_3,0.5545470498131027
12,adl,kruskal,amostra_2_vs_amostra_3,0.1865113642717076
12,age,pearson,amostra_1,"[None, 0.6808119595859191, 0.7296432958146358, 0.8027072312268578, 0.9724179201265832, 0.11322978278649562]"
12,age,pearson,amostra_2,"[None, 0.18669349955985728, 0.45095012051140576, 0.5122759418332988, 0.2581941443959658, 0.5961055451600096]"
12,age,pearson,amostra_3,"[None, 0.9766109457864751, 0.2765858736522232, 0.7925908052329349, 0.28986686452794874, 0.23756015335697914]"
12,bmi,pearson,amostra_1,"[0.6808119595859191, None, 0.03121709537831015, 0.24789337608666906, 0.6219170797326813, 0.9092474285791902]"
12,bmi,pearson,amostra_2,"[0.18669349955985728, None, 0.8447543653567817, 0.8244507158928437, 0.9375505585487, 0.8978869683079379]"
12,bmi,pearson,amostra_3,"[0.9766109457864751, None, 0.5488559631865251, 0.41571074669243097, 0.720335774054461, 0.34545848033481963]"
12,systolic_bp,pearson,amostra_1,"[0.7296432958146358, 0.03121709537831015, None, 0.6637916408590802, 0.6569516024597822, 0.9163291361143813]"
12,systolic_bp,pearson,amostra_2,"[0.45095012051140576, 0.8447543653567817, None, 0.26315094764796204, 0.5292852932731243, 0.44183313007944147]"
12,systolic_bp,pearson,amostra_3,"[0.2765858736522232, 0.5488559631865251, None, 0.06403680363675406, 0.15125138247408937, 0.8419435848835952]"
12,cholesterol_total,pearson,amostra_1,"[0.8027072312268578, 0.24789337608666906, 0.6637916408590802, None, 0.3438563790345739, 0.6400930192626236]"
12,cholesterol_total,pearson,amostra_2,"[0.5122759418332988, 0.8244507158928437, 0.26315094764796204, None, 0.34089125592327574, 0.5771140668809447]"
12,cholesterol_total,pearson,amostra_3,"[0.7925908052329349, 0.41571074669243097, 0.06403680363675406, None, 0.6032162271299406, 0.27214290257004675]"
12,mmse,pearson,amostra_1,"[0.9724179201265832, 0.6219170797326813, 0.6569516024597822, 0.3438563790345739, None, 0.5813061774875998]"
12,mmse,pearson,amostra_2,"[0.2581941443959658, 0.9375505585487, 0.5292852932731243, 0.34089125592327574, None, 0.2189907635747686]"
12,mmse,pearson,amostra_3,"[0.28986686452794874, 0.720335774054461, 0.15125138247408937, 0.6032162271299406, None, 0.35130790568064346]"
